name,generation,status,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
Shaymin Sky Forme,4,Mythical,2,Grass,Flying,0.4,5.2,600,100,103,75,120,75,127,45,100,270,,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
Arceus,4,Mythical,1,Normal,none,3.2,320,720,120,120,120,120,120,120,3,0,324,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Victini,5,Mythical,2,Psychic,Fire,0.4,4,600,100,100,100,100,100,100,3,100,270,,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
Snivy,5,Normal,1,Grass,none,0.6,8.1,308,45,45,55,45,55,63,45,70,62,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Servine,5,Normal,1,Grass,none,0.8,16,413,60,60,75,60,75,83,45,70,145,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Serperior,5,Normal,1,Grass,none,3.3,63,528,75,75,95,75,95,113,45,70,238,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Tepig,5,Normal,1,Fire,none,0.5,9.9,308,65,63,45,45,45,45,45,70,62,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Pignite,5,Normal,2,Fire,Fighting,1,55.5,418,90,93,55,70,55,55,45,70,146,87.5,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Emboar,5,Normal,2,Fire,Fighting,1.6,150,528,110,123,65,100,65,65,45,70,238,87.5,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Oshawott,5,Normal,1,Water,none,0.5,5.9,308,55,55,45,63,45,45,45,70,62,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Dewott,5,Normal,1,Water,none,0.8,24.5,413,75,75,60,83,60,60,45,70,145,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Samurott,5,Normal,1,Water,none,1.5,94.6,528,95,100,85,108,70,70,45,70,238,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Patrat,5,Normal,1,Normal,none,0.5,11.6,255,45,55,39,35,39,42,255,70,51,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Watchog,5,Normal,1,Normal,none,1.1,27,420,60,85,69,60,69,77,255,70,147,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Lillipup,5,Normal,1,Normal,none,0.4,4.1,275,45,60,45,25,45,55,255,70,55,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Herdier,5,Normal,1,Normal,none,0.9,14.7,370,65,80,65,35,65,60,120,70,130,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Stoutland,5,Normal,1,Normal,none,1.2,61,500,85,110,90,45,90,80,45,70,225,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Purrloin,5,Normal,1,Dark,none,0.4,10.1,281,41,50,37,50,37,66,255,70,56,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Liepard,5,Normal,1,Dark,none,1.1,37.5,446,64,88,50,88,50,106,90,70,156,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Pansage,5,Normal,1,Grass,none,0.6,10.5,316,50,53,48,53,48,64,190,70,63,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Simisage,5,Normal,1,Grass,none,1.1,30.5,498,75,98,63,98,63,101,75,70,174,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Pansear,5,Normal,1,Fire,none,0.6,11,316,50,53,48,53,48,64,190,70,63,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Simisear,5,Normal,1,Fire,none,1,28,498,75,98,63,98,63,101,75,70,174,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Panpour,5,Normal,1,Water,none,0.6,13.5,316,50,53,48,53,48,64,190,70,63,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Simipour,5,Normal,1,Water,none,1,29,498,75,98,63,98,63,101,75,70,174,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Munna,5,Normal,1,Psychic,none,0.6,23.3,292,76,25,45,67,55,24,190,70,58,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Musharna,5,Normal,1,Psychic,none,1.1,60.5,487,116,55,85,107,95,29,75,70,170,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Pidove,5,Normal,2,Normal,Flying,0.3,2.1,264,50,55,50,36,30,43,255,70,53,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Tranquill,5,Normal,2,Normal,Flying,0.6,15,358,62,77,62,50,42,65,120,70,125,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Unfezant,5,Normal,2,Normal,Flying,1.2,29,488,80,115,80,65,55,93,45,70,220,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Blitzle,5,Normal,1,Electric,none,0.8,29.8,295,45,60,32,50,32,76,190,70,59,50,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Zebstrika,5,Normal,1,Electric,none,1.6,79.5,497,75,100,63,80,63,116,75,70,174,50,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Roggenrola,5,Normal,1,Rock,none,0.4,18,280,55,75,85,25,25,15,255,70,56,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Boldore,5,Normal,1,Rock,none,0.9,102,390,70,105,105,50,40,20,120,70,137,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Gigalith,5,Normal,1,Rock,none,1.7,260,515,85,135,130,60,80,25,45,70,232,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Woobat,5,Normal,2,Psychic,Flying,0.4,2.1,323,65,45,43,55,43,72,190,70,65,50,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
Swoobat,5,Normal,2,Psychic,Flying,0.9,10.5,425,67,57,55,77,55,114,45,70,149,50,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
Drilbur,5,Normal,1,Ground,none,0.3,8.5,328,60,85,40,30,45,68,120,70,66,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Excadrill,5,Normal,2,Ground,Steel,0.7,40.4,508,110,135,60,50,65,88,60,70,178,50,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Audino,5,Normal,1,Normal,none,1.1,31,445,103,60,86,60,86,50,255,70,390,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Mega Audino,5,Normal,2,Normal,Fairy,1.5,32,545,103,60,126,80,126,50,255,70,425,50,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
Timburr,5,Normal,1,Fighting,none,0.6,12.5,305,75,80,55,25,35,35,180,70,61,75,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Gurdurr,5,Normal,1,Fighting,none,1.2,40,405,85,105,85,40,50,40,90,70,142,75,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Conkeldurr,5,Normal,1,Fighting,none,1.4,87,505,105,140,95,55,65,45,45,70,227,75,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Tympole,5,Normal,1,Water,none,0.5,4.5,294,50,50,40,50,40,64,255,70,59,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Palpitoad,5,Normal,2,Water,Ground,0.8,17,384,75,65,55,65,55,69,120,70,134,50,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
Seismitoad,5,Normal,2,Water,Ground,1.5,62,509,105,95,75,85,75,74,45,70,229,50,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
Throh,5,Normal,1,Fighting,none,1.3,55.5,465,120,100,85,30,85,45,45,70,163,100,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Sawk,5,Normal,1,Fighting,none,1.4,51,465,75,125,75,30,75,85,45,70,163,100,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Sewaddle,5,Normal,2,Bug,Grass,0.3,2.5,310,45,53,70,40,60,42,255,70,62,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Swadloon,5,Normal,2,Bug,Grass,0.5,7.3,380,55,63,90,50,80,42,120,70,133,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Leavanny,5,Normal,2,Bug,Grass,1.2,20.5,500,75,103,80,70,80,92,45,70,225,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Venipede,5,Normal,2,Bug,Poison,0.4,5.3,260,30,45,59,30,39,57,255,70,52,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Whirlipede,5,Normal,2,Bug,Poison,1.2,58.5,360,40,55,99,40,79,47,120,70,126,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Scolipede,5,Normal,2,Bug,Poison,2.5,200.5,485,60,100,89,55,69,112,45,70,218,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Cottonee,5,Normal,2,Grass,Fairy,0.3,0.6,280,40,27,60,37,50,66,190,70,56,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Whimsicott,5,Normal,2,Grass,Fairy,0.7,6.6,480,60,67,85,77,75,116,75,70,168,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Petilil,5,Normal,1,Grass,none,0.5,6.6,280,45,35,50,70,50,30,190,70,56,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Lilligant,5,Normal,1,Grass,none,1.1,16.3,480,70,60,75,110,75,90,75,70,168,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Basculin Red-Striped Form,5,Normal,1,Water,none,1,18,460,70,92,65,80,55,98,25,70,161,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Basculin Blue-Striped Form,5,Normal,1,Water,none,1,18,460,70,92,65,80,55,98,25,70,161,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Sandile,5,Normal,2,Ground,Dark,0.7,15.2,292,50,72,35,35,35,65,180,70,58,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
Krokorok,5,Normal,2,Ground,Dark,1,33.4,351,60,82,45,45,45,74,90,70,123,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
Krookodile,5,Normal,2,Ground,Dark,1.5,96.3,519,95,117,80,65,70,92,45,70,234,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
Darumaka,5,Normal,1,Fire,none,0.6,37.5,315,70,90,45,15,45,50,120,70,63,50,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Galarian Darumaka,5,Normal,1,Ice,none,0.7,40,315,70,90,45,15,45,50,,,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Darmanitan Standard Mode,5,Normal,1,Fire,none,1.3,92.9,480,105,140,55,30,55,95,60,70,168,50,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Darmanitan Zen Mode,5,Normal,2,Fire,Psychic,1.3,92.9,540,105,30,105,140,105,55,60,70,189,50,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
Darmanitan Galarian Standard Mode,5,Normal,1,Ice,none,1.7,120,480,105,140,55,30,55,95,,,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Darmanitan Galarian Zen Mode,5,Normal,2,Ice,Fire,1.7,120,540,105,160,55,30,55,135,,,,,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5
Maractus,5,Normal,1,Grass,none,1,28,461,75,86,67,106,67,60,255,70,161,50,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Dwebble,5,Normal,2,Bug,Rock,0.3,14.5,325,50,65,85,35,35,55,190,70,65,50,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
Crustle,5,Normal,2,Bug,Rock,1.4,200,485,70,105,125,65,75,45,75,70,170,50,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
Scraggy,5,Normal,2,Dark,Fighting,0.6,11.8,348,50,75,70,35,70,48,180,35,70,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Scrafty,5,Normal,2,Dark,Fighting,1.1,30,488,65,90,115,45,115,58,90,70,171,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Sigilyph,5,Normal,2,Psychic,Flying,1.4,14,490,72,58,80,103,80,97,45,70,172,50,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
Yamask,5,Normal,1,Ghost,none,0.5,1.5,303,38,30,85,55,65,30,190,70,61,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Galarian Yamask,5,Normal,2,Ground,Ghost,0.5,1.5,303,38,55,85,30,65,30,,,,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Cofagrigus,5,Normal,1,Ghost,none,1.7,76.5,483,58,50,145,95,105,30,90,70,169,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Tirtouga,5,Normal,2,Water,Rock,0.7,16.5,355,54,78,103,53,45,22,45,70,71,87.5,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
Carracosta,5,Normal,2,Water,Rock,1.2,81,495,74,108,133,83,65,32,45,70,173,87.5,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
Archen,5,Normal,2,Rock,Flying,0.5,9.5,401,55,112,45,74,45,70,45,70,71,87.5,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Archeops,5,Normal,2,Rock,Flying,1.4,32,567,75,140,65,112,65,110,45,70,177,87.5,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Trubbish,5,Normal,1,Poison,none,0.6,31,329,50,50,62,40,62,65,190,70,66,50,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Garbodor,5,Normal,1,Poison,none,1.9,107.3,474,80,95,82,60,82,75,60,70,166,50,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Zorua,5,Normal,1,Dark,none,0.7,12.5,330,40,65,40,80,40,65,75,70,66,87.5,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Zoroark,5,Normal,1,Dark,none,1.6,81.1,510,60,105,60,120,60,105,45,70,179,87.5,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Minccino,5,Normal,1,Normal,none,0.4,5.8,300,55,50,40,40,40,75,255,70,60,25,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Cinccino,5,Normal,1,Normal,none,0.5,7.5,470,75,95,60,65,60,115,60,70,165,25,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Gothita,5,Normal,1,Psychic,none,0.4,5.8,290,45,30,50,55,65,45,200,70,58,25,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Gothorita,5,Normal,1,Psychic,none,0.7,18,390,60,45,70,75,85,55,100,70,137,25,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Gothitelle,5,Normal,1,Psychic,none,1.5,44,490,70,55,95,95,110,65,50,70,221,25,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Solosis,5,Normal,1,Psychic,none,0.3,1,290,45,30,40,105,50,20,200,70,58,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Duosion,5,Normal,1,Psychic,none,0.6,8,370,65,40,50,125,60,30,100,70,130,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Reuniclus,5,Normal,1,Psychic,none,1,20.1,490,110,65,75,125,85,30,50,70,221,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Ducklett,5,Normal,2,Water,Flying,0.5,5.5,305,62,44,50,44,50,55,190,70,61,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
Swanna,5,Normal,2,Water,Flying,1.3,24.2,473,75,87,63,87,63,98,45,70,166,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
Vanillite,5,Normal,1,Ice,none,0.4,5.7,305,36,50,50,65,60,44,255,70,61,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Vanillish,5,Normal,1,Ice,none,1.1,41,395,51,65,65,80,75,59,120,70,138,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Vanilluxe,5,Normal,1,Ice,none,1.3,57.5,535,71,95,85,110,95,79,45,70,241,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Deerling,5,Normal,2,Normal,Grass,0.6,19.5,335,60,60,50,40,50,75,190,70,67,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
Sawsbuck,5,Normal,2,Normal,Grass,1.9,92.5,475,80,100,70,60,70,95,75,70,166,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
Emolga,5,Normal,2,Electric,Flying,0.4,5,428,55,75,60,75,60,103,200,70,150,50,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Karrablast,5,Normal,1,Bug,none,0.5,5.9,315,50,75,45,40,45,60,200,70,63,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Escavalier,5,Normal,2,Bug,Steel,1,33,495,70,135,105,60,105,20,75,70,173,50,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Foongus,5,Normal,2,Grass,Poison,0.2,1,294,69,55,45,55,55,15,190,70,59,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Amoonguss,5,Normal,2,Grass,Poison,0.6,10.5,464,114,85,70,85,80,30,75,70,162,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Frillish,5,Normal,2,Water,Ghost,1.2,33,335,55,40,50,65,85,40,190,70,67,50,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
Jellicent,5,Normal,2,Water,Ghost,2.2,135,480,100,60,70,85,105,60,60,70,168,50,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
Alomomola,5,Normal,1,Water,none,1.2,31.6,470,165,75,80,40,45,65,75,70,165,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Joltik,5,Normal,2,Bug,Electric,0.1,0.6,319,50,47,50,57,50,65,190,70,64,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
Galvantula,5,Normal,2,Bug,Electric,0.8,14.3,472,70,77,60,97,60,108,75,70,165,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
Ferroseed,5,Normal,2,Grass,Steel,0.6,18.8,305,44,50,91,24,86,10,255,70,61,50,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
Ferrothorn,5,Normal,2,Grass,Steel,1,110,489,74,94,131,54,116,20,90,70,171,50,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
Klink,5,Normal,1,Steel,none,0.3,21,300,40,55,70,45,60,30,130,70,60,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Klang,5,Normal,1,Steel,none,0.6,51,440,60,80,95,70,85,50,60,70,154,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Klinklang,5,Normal,1,Steel,none,0.6,81,520,60,100,115,70,85,90,30,70,234,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Tynamo,5,Normal,1,Electric,none,0.2,0.3,275,35,55,40,45,40,60,190,70,55,50,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
Eelektrik,5,Normal,1,Electric,none,1.2,22,405,65,85,70,75,70,40,60,70,142,50,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
Eelektross,5,Normal,1,Electric,none,2.1,80.5,515,85,115,80,105,80,50,30,70,232,50,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
Elgyem,5,Normal,1,Psychic,none,0.5,9,335,55,55,55,85,55,30,255,70,67,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Beheeyem,5,Normal,1,Psychic,none,1,34.5,485,75,75,75,125,95,40,90,70,170,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Litwick,5,Normal,2,Ghost,Fire,0.3,3.1,275,50,30,55,65,55,20,190,70,55,50,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Lampent,5,Normal,2,Ghost,Fire,0.6,13,370,60,40,60,95,60,55,90,70,130,50,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Chandelure,5,Normal,2,Ghost,Fire,1,34.3,520,60,55,90,145,90,80,45,70,234,50,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Axew,5,Normal,1,Dragon,none,0.6,18,320,46,87,60,30,40,57,75,35,64,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Fraxure,5,Normal,1,Dragon,none,1,36,410,66,117,70,40,50,67,60,35,144,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Haxorus,5,Normal,1,Dragon,none,1.8,105.5,540,76,147,90,60,70,97,45,35,243,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Cubchoo,5,Normal,1,Ice,none,0.5,8.5,305,55,70,40,60,40,40,120,70,61,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Beartic,5,Normal,1,Ice,none,2.6,260,505,95,130,80,70,80,50,60,70,177,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Cryogonal,5,Normal,1,Ice,none,1.1,148,515,80,50,50,95,135,105,25,70,180,,1,2,1,1,1,0.5,2,1,0,1,1,1,2,1,1,1,2,1
Shelmet,5,Normal,1,Bug,none,0.4,7.7,305,50,40,85,40,65,25,200,70,61,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Accelgor,5,Normal,1,Bug,none,0.8,25.3,495,80,70,40,100,60,145,75,70,173,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Stunfisk,5,Normal,2,Ground,Electric,0.7,11,471,109,66,84,81,99,32,75,70,165,50,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
Galarian Stunfisk,5,Normal,2,Ground,Steel,0.7,20.5,471,109,81,99,66,84,32,,,,,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Mienfoo,5,Normal,1,Fighting,none,0.9,20,350,45,85,50,55,50,65,180,70,70,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Mienshao,5,Normal,1,Fighting,none,1.4,35.5,510,65,125,60,95,60,105,45,70,179,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Druddigon,5,Normal,1,Dragon,none,1.6,139,485,77,120,90,60,90,48,45,70,170,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Golett,5,Normal,2,Ground,Ghost,1,92,303,59,74,50,35,50,35,190,70,61,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Golurk,5,Normal,2,Ground,Ghost,2.8,330,483,89,124,80,55,80,55,90,70,169,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Pawniard,5,Normal,2,Dark,Steel,0.5,10.2,340,45,85,70,40,40,60,120,35,68,50,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
Bisharp,5,Normal,2,Dark,Steel,1.6,70,490,65,125,100,60,70,70,45,35,172,50,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
Bouffalant,5,Normal,1,Normal,none,1.6,94.6,490,95,110,95,40,95,55,45,70,172,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Rufflet,5,Normal,2,Normal,Flying,0.5,10.5,350,70,83,50,37,50,60,190,70,70,100,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Braviary,5,Normal,2,Normal,Flying,1.5,41,510,100,123,75,57,75,80,60,70,179,100,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Vullaby,5,Normal,2,Dark,Flying,0.5,9,370,70,55,75,45,65,60,190,35,74,0,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
Mandibuzz,5,Normal,2,Dark,Flying,1.2,39.5,510,110,65,105,55,95,80,60,35,179,0,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
